household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave	cooker_id
vscipione@codehow.com	7	Tupquestentor	Thruglibentor		conventional	0	0	1	6689
rdubaldi@green-plus.com	7	Tupquestentor	Zeedimower	electric	conventional	0	1	1	6690
rberganza@gogozoom.com	7	Tuprobollicator WorldWide	Dopbanentor	radiant electric					6691
vinouye@faxquote.com	7	Tuprobollicator WorldWide	Enddimax	radiant electric	conventional	1	1	0	6692
tthreets@singletechno.com	7	Tuprobollicator WorldWide	Monroban		conventional	0	1	1	6693
tweirather@betatech.com	7	Tuprobollicator WorldWide	Monroban	gas	convection	1	1	0	6694
brodeigues@cancity.com	7	Tuprobollicator WorldWide	Surtumanex	radiant electric					6695
jgreenbush@ganjaflex.com	7	Tupvenax Direct	Endwerpinicator	induction					6696
tparlato@finjob.com	7	Tupvenax Direct	Intinower	electric	conventional	1	1	0	6697
gknipp@ron-tech.com	7	Tupwerower  Company	Adfropax	induction					6698
tdelasancha@zoomit.com	7	Tupwerower  Company	Gropickicator		conventional	1	1	0	6699
cskulski@ron-tech.com	7	Tupwerower  Company	Thrusapentor	electric					6700
bgabisi@scottech.com	7	Tupwerower  Company	Wintinewin		conventional	1	0	1	6701
myglesias@treequote.com	7	Unbanollentor WorldWide Group	Surtinover	gas	conventional	1	1	1	6702
tacuff@conecom.com	7	Unbanollentor WorldWide Group	Unsapex	electric	conventional	1	1	1	6703
tonofrio@isdom.com	7	Unbanollentor WorldWide Group	Varglibin	gas					6704
rberray@yearin.com	7	Unjubar International Group	Dopbanentor	electric	conventional	0	1	1	6705
lwide@green-plus.com	7	Unjubar International Group	Qwifropimover	induction	convection	0	1	1	6706
hcaldarera@lexiqvolax.com	7	Unmunilar Holdings	Barkilentor	radiant electric	conventional	0	1	1	6707
ahalter@condax.com	7	Unmunilar Holdings	Cipfropexex		conventional	1	0	1	6708
ayglesias@zoomit.com	7	Unmunilar Holdings	Supwerpover	electric	conventional	1	0	0	6709
kyori@stanredtax.com	7	Unnipplentor International	Frovenazz	electric	convection	1	1	0	6710
vmiceli@rantouch.com	7	Unnipplentor International	Rapglibex		conventional	1	0	0	6711
tkarpin@sonron.com	7	Unnipplentor International	Redudackar		conventional	1	1	0	6712
jshadrick@plexzap.com	7	Unnipplentor International	Rehupopover	gas					6713
jgwalthney@nam-zim.com	7	Unnipplentor International	Thrusapentor		conventional	0	1	1	6714
mjuvera@sumace.com	7	Unnipplentor International	Tuphupamin	induction	conventional	1	1	1	6715
tpugh@j-texon.com	7	Unpebexower	Qwitumar	electric	convection	0	0	1	6716
crestrepo@isdom.com	7	Unpebexower	Trukilantor	radiant electric					6717
eoles@dontechi.com	7	Unsipedover WorldWide	Retanicator		convection	0	1	0	6718
mskursky@hatfan.com	7	Unsipedover WorldWide	Supericator	radiant electric					6719
ylinahan@betatech.com	7	Unsipedover WorldWide	Surtumanex	gas					6720
kwrinkles@doncon.com	7	Unsipedover WorldWide	Survenin	induction					6721
dcloney@streethex.com	7	Unsipedover WorldWide	Winrobaquazz	radiant electric	conventional	1	1	1	6722
zsweely@plexzap.com	7	Unwerinan Direct		induction	conventional	0	1	0	6723
lharoldson@yearin.com	7	Unwerinan Direct	Qwinipamex		convection	1	1	0	6724
mcorrington@lexiqvolax.com	7	Unwerinan Direct	Supbanantor	induction	convection	1	1	0	6725
hbennick@inity.com	7	Unwerinan Direct	Upmunantor		conventional	1	0	0	6726
kkeneipp@betatech.com	7	Unwerpilax Holdings Group	Froglibefax		convection	1	0	0	6727
hcorrington@isdom.com	7	Unwerpilax Holdings Group	Parjubollor		conventional	1	1	1	6728
ctheodorov@finjob.com	7	Unwerpilax Holdings Group	Tupdimantor	radiant electric	convection	1	0	0	6729
lkoppinger@plusstrip.com	7	Unwerpilax Holdings Group	Zeedimower	radiant electric	conventional	1	1	1	6730
sfredicks@dalttechnology.com	7	Unzapicicator Holdings		radiant electric	conventional	0	0	1	6731
jdopico@scottech.com	7	Unzapicicator Holdings	Enddimax	radiant electric					6732
nschieler@isdom.com	7	Unzapicicator Holdings	Hapzapistor	gas	conventional	1	1	0	6733
lmalvin@plexzap.com	7	Unzapicicator Holdings	Intinower		conventional	1	1	0	6734
scalvaresi@warephase.com	7	Unzapicicator Holdings	Lomtinex		conventional	0	1	0	6735
dagramonte@statholdings.com	7	Unzapicicator Holdings	Rapsipower		conventional	1	1	1	6736
tmotley@condax.com	7	Unzapicicator Holdings	Surzapegax		conventional	0	0	1	6737
mpedrozo@warephase.com	7	Upjubazz Direct Company	Parrobor	electric	conventional	1	0	0	6738
rstenseth@zencorporation.com	7	Upjubazz Direct Company	Supzapar		conventional	0	0	1	6739
sbourbon@rundofase.com	7	Upjubazz Direct Company	Truzapaquar		conventional	1	1	0	6740
fstorment@donquadtech.com	7	Upkilex Holdings	Cipdudinan	gas	conventional	1	0	1	6741
jsyrop@ontomedia.com	7	Upkilex Holdings	Parrobazz		conventional	1	0	0	6742
kbenimadho@bioholding.com	7	Upkilex Holdings	Qwifropimover	gas					6743
hemard@sunnamplex.com	7	Upkilex Holdings	Retumamentor	electric					6744
crauser@donware.com	7	Upkilex WorldWide Group	Mondudexin		conventional	0	1	1	6745
cdemesa@openlane.com	7	Upquestanan  Company	Endcadazz		convection	1	0	1	6746
jcampain@inity.com	7	Upquestanan  Company	Partinover		convection	1	1	1	6747
lsemidey@xx-holding.com	7	Upquestanan  Company	Rehupopover	radiant electric					6748
gwildfong@hottechi.com	7	Upquestanan  Company	Zeedimin		conventional	1	0	0	6749
akohl@betasoloin.com	7	Uprobar	Adtinentor	induction					6750
nkohnert@zumgoity.com	7	Uprobar	Cipdimazz	gas					6751
jbrossart@rantouch.com	7	Uprobar	Klifropamentor	gas	conventional	1	1	1	6752
sarias@zencorporation.com	7	Uprobar	Supquestackan		convection	0	0	1	6753
afortino@scottech.com	7	Uprobar	Truzapican		conventional	1	0	1	6754
lvillanueva@faxquote.com	7	Uprobax International Group	Monsipommistor	electric					6755
lpaulas@isdom.com	7	Uprobax International Group	Rapwerex		conventional	0	0	1	6756
hfortino@fasehatice.com	7	Uprobax International Group	Retumamentor		convection	0	1	0	6757
rgellinger@zathunicon.com	7	Uptanistor WorldWide Company	Qwitumewar	radiant electric	conventional	0	0	1	6758
rbrossart@isdom.com	7	Uptanistor WorldWide Company	Rebanax		conventional	0	1	0	6759
mgotter@zencorporation.com	7	Uptanistor WorldWide Company	Redudackar	electric	conventional	0	1	1	6760
bchui@zathunicon.com	7	Uptanistor WorldWide Company	Tupcadommistor	radiant electric					6761
hdickerson@goodsilron.com	7	Uptumin International Inc		induction	conventional	0	1	1	6762
mmaile@scotfind.com	7	Uptumin International Inc	Dopdimanax		conventional	1	1	1	6763
etegarden@golddex.com	7	Uptumin International Inc	Qwifropilistor	electric	conventional	1	1	0	6764
nloder@blackzim.com	7	Uptumin International Inc	Supquestackan	induction					6765
abreland@xx-holding.com	7	Uptumin International Inc	Tuprobanantor		conventional	0	1	0	6766
tkannady@groovestreet.com	7	Uptumin International Inc	Varglibin	induction					6767
tzagen@toughzap.com	7	Uptumin International Inc	Windimower		conventional	0	1	0	6768
mherritt@blackzim.com	7	Upweror WorldWide Corp.	Enddimax	gas					6769
vsweely@dalttechnology.com	7	Upweror WorldWide Corp.	Endsipistor		convection	0	1	0	6770
cmaillard@stanredtax.com	7	Upweror WorldWide Corp.	Mondudexin		conventional	0	0	1	6771
abourbon@donquadtech.com	7	Upweror WorldWide Corp.	Trujubex	induction					6772
flother@groovestreet.com	7	Upweror WorldWide Corp.	Upsapimor	induction					6773
rkownacki@gogozoom.com	7	Varbanonicator			conventional	1	0	0	6774
bleto@dambase.com	7	Varbanonicator	Adkilor	electric					6775
slouissant@domzoom.com	7	Varbanonicator	Enddimax	electric					6776
lheintzman@silis.com	7	Varbanonicator	Trutumover	radiant electric	convection	1	1	1	6777
nankeny@cancity.com	7	Varbanonicator	Tupcadommistor		conventional	1	0	0	6778
adenooyer@opentech.com	7	Varbanonicator	Unbanover		conventional	1	1	0	6779
nstimmel@sumace.com	7	Varbanonicator	Winrobommistor		conventional	1	1	0	6780
mkaniecki@plexzap.com	7	Varcadilax Direct	Invenor	gas					6781
drhym@streethex.com	7	Varcadilax Direct	Montinefazz	electric	convection	1	0	1	6782
dwitten@treequote.com	7	Varerefin WorldWide	Endzapinicator	induction	conventional	0	1	0	6783
jgillian@codehow.com	7	Varerefin WorldWide	Rapdudin	electric					6784
jperin@konmatfix.com	7	Varfropanax Holdings Corp.	Lompeban	gas					6785
hharabedian@plusstrip.com	7	Varfropanax Holdings Corp.	Supericator	gas	convection	1	1	0	6786
vnicolozakes@toughzap.com	7	Varfropanax Holdings Corp.	Updudistor		conventional	1	1	0	6787
jdarakjy@codehow.com	7	Varnipantor Holdings	Advenover	radiant electric	conventional	1	1	0	6788
mhidvegi@rundofase.com	7	Varnipantor Holdings	Infroponar		convection	0	1	0	6789
randreason@statholdings.com	7	Varnipantor Holdings	Tupwerpimar	induction	conventional	0	1	1	6790
gemigh@inity.com	7	Varnipantor Holdings	Winwerpan	gas					6791
fmiceli@lexiqvolax.com	7	Varpebewicator Direct	Monsipommistor	radiant electric					6792
sbartolet@toughzap.com	7	Varpebewicator Direct	Rapsapex		conventional	0	0	1	6793
cfrancescon@hottechi.com	7	Varpebewicator Direct	Rapsapower		conventional	0	0	1	6794
jyaw@rangreen.com	7	Varpebewicator Direct	Supericator	radiant electric					6795
gtawil@plussunin.com	7	Varpebewicator Direct	Tipwerpin	electric	conventional	1	0	0	6796
sarias@openlane.com	7	Varpebewicator Direct	Varrobin	radiant electric	convection	1	0	0	6797
sloader@iselectrics.com	7	Varquestentor Direct		gas					6798
tkeetch@hottechi.com	7	Varquestentor Direct	Adpickinazz	radiant electric	conventional	1	0	0	6799
cchui@gogozoom.com	7	Varquestentor Direct	Ciperimar		conventional	1	0	1	6800
lhoopengardner@rangreen.com	7	Varquestentor Direct	Grodiman	induction	convection	1	0	1	6801
scraghead@fasehatice.com	7	Varquestentor Direct	Klitanicator	induction	conventional	1	0	1	6802
hdorshorst@inity.com	7	Varquestentor Direct	Upglibicator		conventional	1	1	0	6803
cpalaspas@konmatfix.com	7	Vartanicator  Group	Adtinentor	electric	conventional	1	0	1	6804
dkitty@warephase.com	7	Varwerin International Corp.	Mondimaquover	radiant electric	conventional	1	0	0	6805
rhudnall@sonron.com	7	Varwerin International Corp.	Supbanantor	gas	conventional	1	0	0	6806
mneither@treequote.com	7	Varwerin International Corp.	Tupwerpimar	electric	conventional	0	1	1	6807
ischnitzler@zencorporation.com	7	Varwerpewax Holdings	Thrurobimicator	gas					6808
hbeech@inity.com	7	Varwerpewax Holdings	Tupdimegantor	radiant electric	conventional	1	0	1	6809
gsaylors@zoomit.com	7	Varwerpewax Holdings	Tuprobedan		conventional	1	1	0	6810
gvanheusen@zotware.com	7	Winglibower  Company	Monglibepar	electric					6811
mbartolet@ganjaflex.com	7	Winglibower  Company	Parquestar	electric	conventional	0	0	1	6812
rsahagun@faxquote.com	7	Winquestonin Direct Group		electric					6813
llayous@donquadtech.com	7	Winquestonin Direct Group	Cipfropexex	radiant electric	conventional	0	0	1	6814
bhalter@doncon.com	7	Winquestonin Direct Group	Enddimax	radiant electric	convection	1	0	0	6815
ecloney@newex.com	7	Winquestonin Direct Group	Klidudplar	induction					6816
macuff@xx-holding.com	7	Winquestonin Direct Group	Rewerpower		conventional	0	1	0	6817
eragel@zathunicon.com	7	Winrobonover International	Fropickaman		conventional	1	0	0	6818
jkohnert@sunnamplex.com	7	Winrobonover International	Rejubefistor		convection	1	0	0	6819
vschoeneck@hottechi.com	7	Winrobonover International	Supvenar	electric	convection	0	0	1	6820
fjayson@singletechno.com	7	Winrobonover International	Tipkilover	gas	conventional	1	1	1	6821
ymunns@newex.com	7	Winrobupex WorldWide	Ciperplax	electric					6822
gmeisel@betatech.com	7	Winrobupex WorldWide	Dopnipefistor	radiant electric					6823
mpadilla@plusstrip.com	7	Winrobupex WorldWide	Tipsapover	gas	conventional	0	1	0	6824
gmastella@betatech.com	7	Winsipexar WorldWide	Adtanazz		conventional	1	1	1	6825
jgalam@scottech.com	7	Winsipexar WorldWide	Parfropadantor	induction					6826
wpatak@singletechno.com	7	Winsipexar WorldWide	Rapvenar	gas	conventional	0	1	1	6827
emcrae@dambase.com	7	Winsipexar WorldWide	Tuppebopentor	gas					6828
sshealy@conecom.com	7	Winsipexar WorldWide	Winrobommistor		conventional	0	1	0	6829
jmodzelewski@rundofase.com	7	Wintumower	Dopnipefistor		conventional	1	1	0	6830
mbatman@warephase.com	7	Wintumower	Varglibin	gas					6831
cwardrip@scotfind.com	7	Winvenonar International			conventional	0	1	1	6832
bwardrip@kinnamplus.com	7	Winvenonar International	Enddimax		conventional	0	1	1	6833
pklimek@silis.com	7	Winvenonar International	Parsipefan	radiant electric	convection	0	0	1	6834
ghiatt@inity.com	7	Winvenonar International	Supzapar	electric	conventional	0	1	0	6835
mohms@konmatfix.com	7	Winvenonar International	Tupcadommistor	electric	convection	0	1	0	6836
tmugnolo@toughzap.com	7	Winwerpazz Direct	Zeedimin	induction	conventional	0	1	1	6837
agalam@zathunicon.com	7	Zeeglibadar Holdings Corp.	Hapnipexower		conventional	1	1	1	6838
hvinning@singletechno.com	7	Zeeglibadar Holdings Corp.	Parjubollor	electric	conventional	1	1	0	6839
rliukko@zathunicon.com	7	Zeeglibadar Holdings Corp.	Untumover	radiant electric					6840
skarpin@stanredtax.com	7	Zeeglibadar Holdings Corp.	Wintanax	induction	convection	1	0	0	6841
macey@betatech.com	7	Zeemunilover Holdings Group	Invenor		conventional	1	0	0	6842
rmorasca@scotfind.com	7	Zeemunilover Holdings Group	Mondudexin		convection	1	1	0	6843
ekitzman@iselectrics.com	7	Zeemuninower WorldWide	Cipdudinan		convection	1	0	0	6844
srantanen@goodsilron.com	7	Zeemuninower WorldWide	Monkilax	radiant electric					6845
tmclaird@plexzap.com	7	Zeemuninower WorldWide	Monwerilantor		convection	1	0	1	6846
pleinenbach@iselectrics.com	7	Zeenipantor  Inc	Doptumadower	electric	conventional	1	1	1	6847
lvanausdal@ontomedia.com	7	Zeenipantor  Inc	Wintanax	gas	conventional	1	0	0	6848
wlouissant@streethex.com	7	Zeetinexower International	Adfropax		convection	1	0	1	6849
fshealy@ganjaflex.com	7	Zeetinexower International	Ciperplax	induction	conventional	1	1	1	6850
lpawlowicz@lexiqvolax.com	7	Zeetinexower International	Frorobistor	gas	conventional	0	1	1	6851
szagen@y-corporation.com	7	Zeetinexower International	Hapquestover	gas	convection	1	1	1	6852
lkampa@konmatfix.com	7	Zeetinexower International	Winweregicator	gas	convection	0	1	1	6853
ktolfree@opentech.com	7	Zeevenefazz Direct	Mondimaquover	electric					6854
rperigo@sonron.com	7	Zeevenefazz Direct	Rapsapex		convection	1	1	1	6855
scandlish@j-texon.com	7	Zeevenefazz Direct	Retinegan	induction	conventional	1	0	1	6856
sdarakjy@goodsilron.com	7	Zeevenefazz Direct	Tipsapover		convection	0	0	1	6857
cauber@xx-zobam.com	7	Zeevenefazz Direct	Unniponower		conventional	0	1	1	6858
ckarpel@scotfind.com	8	Adjubilex Holdings Corp.	Monzapazz	radiant electric					6859
vscipione@codehow.com	8	Adkililar Holdings Company	Cipfropexex	gas					6860
mkannady@zathunicon.com	8	Adkililar Holdings Company	Uncadax	induction	conventional	1	0	0	6861
mbolognia@y-corporation.com	8	Adkililar Holdings Company	Wintinewin	radiant electric	conventional	1	0	0	6862
brodenberger@goodsilron.com	8	Adpickegentor Holdings	Qwitumar	radiant electric					6863
drestrepo@donquadtech.com	8	Adpickover International	Barkilistor	electric					6864
echaffins@betatech.com	8	Adpickover International	Winjubexentor	radiant electric	convection	1	1	1	6865
lankeny@hottechi.com	8	Adtumegax	Trujubex	electric					6866
sfrancescon@finhigh.com	8	Adtumegax	Untumover	electric	conventional	1	1	0	6867
dwardrip@domzoom.com	8	Adwerower International Inc	Kliwerommistor	radiant electric	conventional	1	0	0	6868
kvanausdal@zencorporation.com	8	Adwerponantor  Inc		radiant electric	conventional	1	0	0	6869
vroyster@openlane.com	8	Adwerponantor  Inc	Hapquestover		conventional	1	1	1	6870
llapage@fasehatice.com	8	Adwerponantor  Inc	Qwitumar	gas	conventional	0	1	0	6871
swalthall@treequote.com	8	Barmunar WorldWide	Emkililin	gas	conventional	0	0	1	6872
kperez@year-job.com	8	Barmunar WorldWide	Monglibepar	electric					6873
tjulia@golddex.com	8	Barmunar WorldWide	Upsapimor	electric					6874
ibrideau@ontomedia.com	8	Barpickover International	Fropebicator	induction					6875
creitler@xx-zobam.com	8	Barpickover International	Montinefazz	induction					6876
dseewald@singletechno.com	8	Barpickover International	Partinover	induction					6877
aflosi@dontechi.com	8	Barpickover International	Rapwerex		convection	0	1	0	6878
ecryer@treequote.com	8	Barpickover International	Surtinover	radiant electric					6879
bbrachle@funholding.com	8	Barpickover International	Tipquestistor		conventional	1	0	0	6880
lnabours@treequote.com	8	Barrobax	Retumamentor		conventional	0	1	1	6881
tlary@plussunin.com	8	Barsipicator WorldWide		gas					6882
jrantanen@konex.com	8	Barsipicator WorldWide	Enddimax	radiant electric	conventional	1	0	1	6883
hlayous@sonron.com	8	Bartinanor	Emdudonan	induction	conventional	1	0	1	6884
sstenseth@bioplex.com	8	Bartinanor	Tupwerpimar	gas	conventional	1	1	1	6885
dyglesias@labdrill.com	8	Bartumopover Direct Inc	Mondudexin		convection	0	1	0	6886
tplumer@funholding.com	8	Barvenackax Direct Company	Intinower		conventional	1	0	1	6887
lbartolet@condax.com	8	Barvenackax Direct Company	Kliwerommistor	electric	conventional	1	1	1	6888
cbuvens@kan-code.com	8	Barvenackax Direct Company	Winweregicator	radiant electric					6889
vstimmel@bioplex.com	8	Barvenadower Holdings	Adrobollor	electric	convection	1	1	0	6890
bdeleo@ontomedia.com	8	Barvenadower Holdings	Monzapazz		conventional	0	0	1	6891
jbenimadho@zotware.com	8	Barvenadower Holdings	Rapvenar		convection	1	0	0	6892
dkonopacki@plussunin.com	8	Barvenadower Holdings	Supvenar	induction	convection	0	1	0	6893
bmeinerding@zumgoity.com	8	Cipbanower Direct Company		electric	convection	1	0	1	6894
ssama@isdom.com	8	Cipbanower Direct Company	Qwitumewar	gas	convection	1	0	1	6895
cperez@j-texon.com	8	Ciperepazz Direct Inc	Supbanantor	gas	conventional	1	1	1	6896
gfeichtner@domzoom.com	8	Ciperepazz Direct Inc	Supvenar		conventional	0	0	1	6897
dfigeroa@zumgoity.com	8	Cipmunonover Holdings			conventional	0	0	1	6898
tdelasancha@zoomit.com	8	Cipmunonover Holdings	Adkilor		conventional	0	1	1	6899
sfunnell@conecom.com	8	Cipmunonover Holdings	Unbanover	radiant electric					6900
rpagliuca@gogozoom.com	8	Dopdimaquor Holdings Company	Qwiglibaquar		convection	1	0	1	6901
bfallick@doncon.com	8	Dopdimaquor Holdings Company	Rapvenar	gas					6902
abarfield@rangreen.com	8	Dopdimaquor Holdings Company	Surpickex		convection	0	1	1	6903
ncantres@lexiqvolax.com	8	Dopdimaquor Holdings Company	Upsapar	induction					6904
mcork@iselectrics.com	8	Dopjubupicator	Endcadazz	gas					6905
ykorando@conecom.com	8	Dopnipaquistor		electric	conventional	1	0	1	6906
cdiscipio@plusstrip.com	8	Dopnipaquistor	Cipfropexex	induction					6907
eeroman@ron-tech.com	8	Dopnipaquistor	Partinover	induction	conventional	0	0	1	6908
mbowley@hottechi.com	8	Dopnipaquistor	Zeesipicator		conventional	1	0	0	6909
tmorasca@inity.com	8	Dopquestan WorldWide	Barmunedex	gas					6910
