household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave
wgalam@openlane.com	9	Monwerexan International Corp.	Klidudplar	gas	conventional	0	1	0
akitzman@funholding.com	9	Parfropazz Direct	Gropickicator	induction	conventional	0	1	1
jhughey@golddex.com	9	Parkilicentor International	Rapdudin	induction	conventional	0	0	1
griopelle@hottechi.com	9	Parquestilicator WorldWide Corp.	Surtumanex	electric	conventional	1	0	1
cbruschke@ontomedia.com	9	Parquestilicator WorldWide Corp.	Trujubex	induction	conventional	0	0	1
ctheodorov@toughzap.com	9	Parsapax WorldWide	Barmunaquistor		convection	1	0	1
pswayze@ron-tech.com	9	Parsapax WorldWide	Parjubollor	gas	conventional	1	1	1
nahle@sonron.com	9	Parsapax WorldWide	Rejubefistor		conventional	1	0	1
lmclaird@funholding.com	9	Partinedin	Cipzapar	gas				
jlacovara@zencorporation.com	9	Partinedin	Surpickex	electric				
gcousey@rundofase.com	9	Partinedin	Tuprobanantor	induction				
sjayson@zoomit.com	9	Parvenistor Direct Inc	Barmunaquistor		convection	1	1	0
wbrucato@konex.com	9	Parvenistor Direct Inc	Retumamentor	electric	conventional	0	1	1
afarrow@codehow.com	9	Parvenistor Direct Inc	Tupcadommistor	induction	conventional	0	0	1
dgwalthney@finjob.com	9	Parwerentor International	Ciperimar	induction	convection	0	1	1
emai@gogozoom.com	9	Parwerupor  Corp.	Rapdudin	induction	conventional	1	1	1
sflosi@yearin.com	9	Qwicadplentor Holdings	Varsapanin	induction	conventional	1	0	1
npolidori@ganjaflex.com	9	Qwidimower International	Froglibefax	electric	conventional	0	1	0
ahidvegi@labdrill.com	9	Qwidimower International	Tipkilower	electric	conventional	0	1	1
deanes@finhigh.com	9	Qwiglibin Holdings	Parfropadantor		conventional	0	0	1
prodefer@rantouch.com	9	Qwiglibin Holdings	Windimower	gas				
ncantres@lexiqvolax.com	9	Qwiquestentor  Company	Rapvenar	induction	conventional	1	1	1
yleto@rantouch.com	9	Qwiquestentor  Company	Supwerpover		convection	0	1	0
gfrancescon@scottech.com	9	Qwiquestentor  Company	Tuprobanantor	gas				
rworlds@warephase.com	9	Qwitumegentor Direct Inc	Adfropax	electric				
bgotter@dambase.com	9	Rapdimplower	Partinicantor	radiant electric	conventional	1	1	1
bdegonia@plussunin.com	9	Rapdimplower	Qwifropilistor		conventional	1	1	1
lfern@dalttechnology.com	9	Rapdimplower	Tupcadommistor		conventional	0	0	1
fbevelacqua@inity.com	9	Rapdimplower	Upmunantor	electric	convection	1	0	1
mpoullion@ontomedia.com	9	Rapvenor WorldWide Group	Redudex	gas	convection	1	0	1
jangalich@sonron.com	9	Rapvenor WorldWide Group	Supvenefazz	radiant electric				
lclaucherty@funholding.com	9	Rapweror	Barkilentor	radiant electric	conventional	0	1	1
lgalam@hatfan.com	9	Rebanackower Direct	Adtinentor	induction	convection	0	1	1
vonofrio@hottechi.com	9	Rebanackower Direct	Thrurobimicator	induction	conventional	0	0	1
dtomblin@silis.com	9	Recadin  Group	Survenin	radiant electric	conventional	0	1	1
ytegarden@konmatfix.com	9	Redudefazz International Corp.		radiant electric				
rsweely@gogozoom.com	9	Redudefazz International Corp.	Surpickewentor	electric	convection	0	1	0
lkannady@lexiqvolax.com	9	Refropackentor Direct Company	Barmunedex		conventional	0	1	0
mkeener@gogozoom.com	9	Refropackentor Direct Company	Barwerpilistor	electric				
mkolmetz@konex.com	9	Refropackentor Direct Company	Tipsapover	radiant electric	conventional	1	1	0
jbuvens@y-corporation.com	9	Rehupamantor  Inc	Ciperplax		convection	0	0	1
cmaisto@hatfan.com	9	Rehupan Holdings Company	Frovenazz	electric				
abirkner@singletechno.com	9	Rekilantor  Group	Haphupicator	electric	convection	1	1	1
eeroman@ron-tech.com	9	Rekilantor  Group	Surpickewentor		convection	1	1	1
rostolaza@lexiqvolax.com	9	Rekilantor  Group	Tupdimegantor		conventional	1	0	0
rkines@hatfan.com	9	Rerobazz		radiant electric				
sdenooyer@zoomit.com	9	Rerobazz		radiant electric				
cdorshorst@dambase.com	9	Rerobazz	Rewerpower	electric	convection	0	1	0
edelasancha@ganjaflex.com	9	Rerobex	Surpickewentor	radiant electric				
vtromblay@scottech.com	9	Rerobupex  Corp.	Hapsipinan	radiant electric				
gmcnease@openlane.com	9	Rerobupex  Corp.	Rebanax	induction	conventional	1	0	1
lisenhower@plexzap.com	9	Rerobupex  Corp.	Varrobeficator		conventional	0	1	0
dnicolozakes@conecom.com	9	Resapollower Holdings	Supwerpover		conventional	1	1	1
mpontoriero@mathtouch.com	9	Supbanefower Holdings Corp.	Winnipilover	electric	conventional	1	1	1
lbachman@zencorporation.com	9	Supdimommor Direct Corp.			conventional	0	1	1
llother@scotfind.com	9	Supkilonex	Barwerpilistor		conventional	1	0	0
kliukko@zoomit.com	9	Supkilonex	Tuprobedan	gas	conventional	1	1	1
hcartan@year-job.com	9	Supwerpommover International Corp.	Haphupicator	induction				
kvanausdal@zencorporation.com	9	Supwerpommover International Corp.	Lomtinex	electric				
mpadilla@plusstrip.com	9	Surdudimor	Doptumadower		convection	1	0	1
skulzer@toughzap.com	9	Surfropover	Emdudonan	gas	convection	1	0	0
jfortino@betasoloin.com	9	Surkilimentor  Company	Grodiman		conventional	0	1	1
lwolny@newex.com	9	Surkilimentor  Company	Parjubollor	radiant electric	convection	1	0	0
rdhamer@statholdings.com	9	Surkilimentor  Company	Supwerpover	gas				
bdeleo@ontomedia.com	9	Surkilimentor  Company	Varrobin	electric	conventional	0	0	1
bhalter@xx-holding.com	9	Surmunamex WorldWide	Rapglibex		conventional	1	1	0
fharabedian@scotfind.com	9	Surmunamex WorldWide	Wincadamistor	electric	conventional	0	0	1
ctoelkes@singletechno.com	9	Surpickazz Holdings Corp.	Hapwerex		conventional	1	0	1
dflosi@scottech.com	9	Surrobin  Inc	Ciperimar		conventional	0	0	1
kkeneipp@betatech.com	9	Surrobin  Inc	Monzapazz	electric	convection	0	0	1
blizama@condax.com	9	Surrobin  Inc	Supsapan	electric	convection	0	1	0
gbaltimore@zathunicon.com	9	Surrobin  Inc	Tupcadommistor		conventional	0	0	1
jstrassner@doncon.com	9	Surrobin  Inc	Windimower		conventional	1	1	1
ldallen@openlane.com	9	Surwerantor International Company	Partinover	gas				
wbreland@sunnamplex.com	9	Surzapar WorldWide	Qwifropimover		conventional	0	1	0
wlietz@kan-code.com	9	Surzapefax WorldWide			conventional	0	1	0
cskulski@ron-tech.com	9	Surzapefax WorldWide	Endwerpinicator	induction				
bleinenbach@sumace.com	9	Thrucadantor WorldWide	Parquestar	induction	conventional	0	0	1
fjuhas@domzoom.com	9	Thrujubewex	Supquestackan		conventional	1	1	0
lasar@faxquote.com	9	Thrukilicex	Dopvenower	radiant electric	conventional	1	1	1
kradde@streethex.com	9	Tipdudonan WorldWide	Redudex	radiant electric				
pmaynerich@gogozoom.com	9	Tipsapower Direct Inc	Thrusapentor	radiant electric				
lmonarrez@sumace.com	9	Trudiminower	Hapnipexower	gas	convection	1	0	1
ehoogland@sonron.com	9	Trudiminower	Parquestar		conventional	0	1	0
ngiguere@warephase.com	9	Truzapicar Direct Corp.	Hapsipinan	electric				
sfrancescon@domzoom.com	9	Tupdudower	Supfropantor	electric	conventional	1	0	1
blatzke@zotware.com	9	Tupdudower	Thrunipaquentor	radiant electric				
emalvin@plusstrip.com	9	Tupfropantor			convection	1	0	1
blipkin@zotware.com	9	Tupfropantor	Upsapar	gas	conventional	1	0	0
lsahagun@inity.com	9	Tupfropantor	Zeesipicator	radiant electric	convection	0	1	1
ehellickson@funholding.com	9	Tuppickin	Montinefazz	electric				
ajuhas@betatech.com	9	Tuppickin	Supbanantor		conventional	1	1	0
jpaa@rangreen.com	9	Tuppickin	Wintanax	electric	conventional	0	1	0
awhobrey@bioplex.com	9	Tuppickor		radiant electric	conventional	1	1	0
nshire@kinnamplus.com	9	Tuppickor	Rewerpower		conventional	0	0	1
scoyier@scottech.com	9	Tuppickor	Wintanax		conventional	1	1	0
mgibes@domzoom.com	9	Tuprobollicator WorldWide	Endsipistor		conventional	1	0	1
dhengel@hatfan.com	9	Tuprobollicator WorldWide	Revenollan	induction	conventional	1	0	0
nmodzelewski@iselectrics.com	9	Tupvenax Direct	Rapglibex	electric	conventional	0	1	1
jahle@plexzap.com	9	Tupvenax Direct	Supsapan	radiant electric	convection	0	1	1
thoogland@groovestreet.com	9	Tupwerower  Company	Adfropax	electric	convection	1	1	0
skalafatis@zathunicon.com	9	Unbanollentor WorldWide Group	Hapwerex	radiant electric	conventional	0	1	0
lcorrio@rundofase.com	9	Unnipplentor International	Rapvenar	gas	convection	1	1	1
tdegonia@streethex.com	9	Unnipplentor International	Revenex	radiant electric	conventional	1	1	0
fgreenbush@bioplex.com	9	Unnipplentor International	Tupwerpimar		conventional	1	0	1
kgochal@iselectrics.com	9	Unsipedover WorldWide	Partinover		conventional	1	1	0
slacovara@zotware.com	9	Unsipedover WorldWide	Zeesipicator	electric	convection	0	1	0
dnachor@streethex.com	9	Unwerinan Direct	Revenollan	radiant electric	conventional	0	1	1
gengelberg@mathtouch.com	9	Unwerpilax Holdings Group	Upglibicator	induction	conventional	1	1	0
streston@newex.com	9	Unzapicicator Holdings	Adtanazz	gas	conventional	0	0	1
creitler@finjob.com	9	Upjubazz Direct Company	Cipdudinan		conventional	1	0	1
jtimenez@zotware.com	9	Upjubazz Direct Company	Supvenar	radiant electric	convection	0	1	1
jfredicks@treequote.com	9	Upkilex Holdings	Rebanax		convection	1	0	0
ssahagun@donquadtech.com	9	Upkilex WorldWide Group	Mondimaquover		conventional	0	0	1
mpedrozo@warephase.com	9	Upquestanan  Company	Unbanover		conventional	0	0	1
lmyricks@ganjaflex.com	9	Uprobar	Barwerpilistor		conventional	1	1	0
mzagen@plexzap.com	9	Uptanistor WorldWide Company	Gropickicator		convection	1	1	1
adilliard@kan-code.com	9	Uptanistor WorldWide Company	Supwerpover	gas	convection	1	0	0
rsarbacher@singletechno.com	9	Uptanistor WorldWide Company	Tuphupamin		convection	1	0	1
bfillingim@betatech.com	9	Uptumin International Inc	Endwerpistor		convection	1	0	1
clary@bioholding.com	9	Uptumin International Inc	Parrobor	electric				
jpaulas@rangreen.com	9	Uptumin International Inc	Partinover	induction	conventional	0	1	1
efern@j-texon.com	9	Varbanonicator	Lomfroponex		conventional	0	1	1
jbeech@plussunin.com	9	Varcadilax Direct	Hapsipinan	radiant electric				
acentini@scotfind.com	9	Varcadilax Direct	Upsapimor	radiant electric	convection	0	0	1
tasar@warephase.com	9	Varerefin WorldWide		gas	conventional	0	1	1
ecaudy@konmatfix.com	9	Varerefin WorldWide	Tuprobedan	radiant electric	conventional	0	1	1
rbenimadho@dalttechnology.com	9	Varerefin WorldWide	Zeedimower		conventional	1	1	1
ghusser@inity.com	9	Varfropanax Holdings Corp.	Klitinistor	induction	conventional	1	0	0
mgillaspie@plusstrip.com	9	Varnipantor Holdings	Barkilistor	induction	conventional	0	0	1
kmconnell@toughzap.com	9	Varpebewicator Direct	Partinicantor		conventional	1	1	1
cmondella@stanredtax.com	9	Varquestentor Direct	Grosapower	electric				
plary@warephase.com	9	Varquestentor Direct	Haphupicator		convection	0	1	1
tfarrow@yearin.com	9	Varquestentor Direct	Retumamentor	gas	convection	1	1	0
jfillingim@toughzap.com	9	Varquestentor Direct	Unsapex	induction	convection	1	1	0
fcaiafa@inity.com	9	Vartanicator  Group	Qwifropimover	gas				
destell@sonron.com	9	Vartanicator  Group	Rapdudin	induction				
cmontezuma@ganjaflex.com	9	Varwerpewax Holdings		gas				
mmerced@finhigh.com	9	Varwerpewax Holdings	Qwifropimover	electric				
rsergi@betatech.com	9	Varwerpewax Holdings	Upbanazz		convection	0	0	1
demard@zathunicon.com	9	Varwerpewax Holdings	Wintinewin		convection	1	1	0
khagele@singletechno.com	9	Winglibower  Company	Tipquestistor		conventional	1	0	1
moles@dontechi.com	9	Winglibower  Company	Varglibin	induction	conventional	1	1	1
bshinko@y-corporation.com	9	Winrobonover International	Adrobollor		conventional	0	1	0
hkeener@finhigh.com	9	Winrobonover International	Doperan		conventional	0	1	0
knabours@donware.com	9	Winrobonover International	Endcadazz		conventional	1	1	1
lauber@rundofase.com	9	Winrobonover International	Frovenazz	radiant electric	conventional	1	0	0
hbayless@silis.com	9	Winsipexar WorldWide	Grodiman	electric	conventional	0	0	1
btillotson@lexiqvolax.com	9	Winsipexar WorldWide	Windimower		conventional	1	0	0
esilvestrini@faxquote.com	9	Wintumower	Adkilor	radiant electric	conventional	1	0	0
qstrassner@newex.com	9	Wintumower	Advenover		convection	0	1	0
ddiscipio@ron-tech.com	9	Wintumower	Dopdimanax	induction	convection	1	1	1
cwide@sonron.com	9	Wintumower	Upsapar	electric	conventional	1	0	0
tacuff@nam-zim.com	9	Winvenonar International	Adkilor		conventional	0	1	0
aohms@j-texon.com	9	Winvenonar International	Invenor	gas	convection	1	0	1
cdopico@betasoloin.com	9	Winwerpazz Direct	Parrobazz		convection	1	1	1
tpedrozo@j-texon.com	9	Winwerpazz Direct	Wintanax	radiant electric	conventional	0	1	0
mgellinger@stanredtax.com	9	Zeeglibadar Holdings Corp.	Revenex		convection	0	0	1
rwieser@mathtouch.com	9	Zeemunilover Holdings Group	Monkilax	gas	conventional	0	0	1
mcrupi@stanredtax.com	9	Zeemunilover Holdings Group	Monwerilantor	induction				
tfortino@ganjaflex.com	9	Zeemunilover Holdings Group	Rapdimepax	induction	convection	0	1	1
lvocelka@plexzap.com	9	Zeenipantor  Inc	Parquestar	radiant electric				
vvanheusen@iselectrics.com	9	Zeenipantor  Inc	Surtinover	electric				
lcronauer@konex.com	9	Zeetinexower International	Hapnipexower	gas				
jbookamer@konmatfix.com	9	Zeetinexower International	Lomrobax	radiant electric				
czane@kan-code.com	9	Zeevenefazz Direct		induction				
vvarriano@finhigh.com	10	Adjubilex Holdings Corp.	Uncadax	gas				
amaynerich@green-plus.com	10	Adjubilex Holdings Corp.	Untumover		conventional	1	1	1
scalvaresi@warephase.com	10	Adkililar Holdings Company	Kliwerommistor	gas	conventional	0	1	1
dkoppinger@singletechno.com	10	Adkililar Holdings Company	Upmunantor	induction	conventional	1	1	1
lwalthall@condax.com	10	Adpickegentor Holdings	Fropickaman	induction				
ealbares@rantouch.com	10	Adwerower International Inc	Doperan	radiant electric	convection	0	1	0
moles@dontechi.com	10	Adwerower International Inc	Tuprobanantor		conventional	0	1	0
gwenner@conecom.com	10	Barmunar WorldWide	Suptanedgentor		convection	0	1	0
jfoller@dalttechnology.com	10	Barmunar WorldWide	Supvenar		convection	0	1	0
cbruschke@ontomedia.com	10	Barnipentor	Retanicator	induction				
jmccullan@bioplex.com	10	Barnipentor	Zeesipicator	electric				
mthyberg@ron-tech.com	10	Barrobax	Suptanedgentor	induction				
asyrop@donquadtech.com	10	Barsipicator WorldWide	Untumover	electric				
ndhamer@streethex.com	10	Bartumopover Direct Inc	Adkilor		convection	1	0	1
fshealy@ganjaflex.com	10	Bartumopover Direct Inc	Barwerpilistor	electric				
xflister@y-corporation.com	10	Cipbanower Direct Company	Klifropamentor	electric				
tberlanga@zoomit.com	10	Cipmunonover Holdings	Dopnipefistor		conventional	0	1	1
mrhoden@codehow.com	10	Cipmunonover Holdings	Zeesipicator	radiant electric	conventional	1	0	1
tsimilton@blackzim.com	10	Dopdimaquor Holdings Company	Suptanedgentor	gas	conventional	1	1	1
bwrinkles@condax.com	10	Dopnipaquistor	Winnipilover	electric				
jisenhower@doncon.com	10	Dopsipegentor Direct	Truzapican	gas	conventional	0	1	0
lslusarski@zotware.com	10	Doptaninin Holdings Inc	Qwitumar		conventional	0	1	1
ldemesa@zencorporation.com	10	Doptaninin Holdings Inc	Tipkilover	radiant electric				
khughey@plussunin.com	10	Dopvenonazz WorldWide	Rapwerex	electric				
vvanheusen@iselectrics.com	10	Embanicower Holdings	Winsipexex	radiant electric	conventional	0	0	1
sgudroe@donquadtech.com	10	Empickadin	Suptanedgentor	radiant electric				
dthreets@finhigh.com	10	Emwerpentor Direct Corp.	Rapsipower	radiant electric	conventional	1	1	0
kschoeneck@singletechno.com	10	Endcadan	Klizapedgantor	induction				
kfrankel@goodsilron.com	10	Endcadan	Suptanedgentor	radiant electric	convection	0	1	0
nhidvegi@konex.com	10	Endhupopor International	Wintinewin	induction	conventional	0	0	1
narias@dalttechnology.com	10	Endzapimistor	Tuprobedan	gas	convection	1	1	1
rlimmel@sumace.com	10	Endzapimistor	Zeedudommover		conventional	1	1	0
rmai@treequote.com	10	Frodudollazz  Corp.	Hapnipexower	gas	convection	0	0	1
mdiestel@plexzap.com	10	Frofropentor Holdings	Pardimedentor	gas	conventional	1	0	1
lsweigard@lexiqvolax.com	10	Froroban	Thrunipaquentor	induction	convection	0	1	1
cnievas@blackzim.com	10	Grocadan WorldWide Company	Wintanax	electric				
garedondo@betatech.com	10	Grohupefantor International Company	Monerex	induction				
jgotter@konex.com	10	Grojubinentor Direct Group	Tipkilover	induction	convection	0	1	0
nlimmel@dambase.com	10	Grokilower Direct Group	Dopdimanax		conventional	1	1	1
bamyot@statholdings.com	10	Grosapantor Direct	Surpickewentor		convection	0	0	1
jhiatt@kan-code.com	10	Grosapantor Direct	Upmunantor	electric	conventional	1	0	0
gcronauer@groovestreet.com	10	Grosipover Direct	Tipkilover	induction				
cwide@zathunicon.com	10	Happebantor	Endsipistor	induction				
avizarro@faxquote.com	10	Happebantor	Rapdimepax		conventional	0	1	0
wlietz@kan-code.com	10	Haptumor Holdings Corp.	Thruglibentor	induction				
gcousey@rundofase.com	10	Hapweristor Holdings Corp.	Fropebicator	electric				
kgotter@dontechi.com	10	Hapweristor Holdings Corp.	Unniponower	electric	conventional	0	1	1
jsawchuk@rantouch.com	10	Hapweristor Holdings Corp.	Upwerpantor	electric	conventional	0	1	0
thalter@doncon.com	10	Inmunplantor	Emkililin	gas	convection	1	1	1
mtagala@stanredtax.com	10	Inmunplantor	Mondimaquover	induction				
handreason@inity.com	10	Inrobadan Direct	Barmunedex	electric	conventional	0	1	1
cfritz@iselectrics.com	10	Inrobadan Direct	Trukilantor		conventional	0	1	1
dsengbusch@zathunicon.com	10	Inrobadan Direct	Tupdimantor		conventional	0	1	1
jkines@statholdings.com	10	Insipollover Holdings	Moncadistor	induction	conventional	1	1	0
tpelkowski@groovestreet.com	10	Intanepin International		radiant electric	convection	1	0	1
avanheusen@zotware.com	10	Intanepin International	Gropickicator		conventional	0	1	1
jhalter@cancity.com	10	Inwerpover	Qwitumewar		conventional	1	1	1
jaquas@sonron.com	10	Klidudackazz  Group	Haphupexistor	gas	conventional	1	0	1
fventura@konmatfix.com	10	Klipickan WorldWide Company	Barmunedex		convection	0	1	1
dmondella@sumace.com	10	Klipickan WorldWide Company	Fropebicator	induction	conventional	0	1	1
gmeinerding@sumace.com	10	Klivenin	Mondimewan		conventional	0	1	0
gfrancescon@scottech.com	10	Kliwerpedax Holdings Group	Tuppebopentor	induction	conventional	0	0	1
sbirkner@plussunin.com	10	Lombanedgan	Tupdimegantor		conventional	0	0	1
eheimann@zencorporation.com	10	Lomdimin International Company	Monwericower		conventional	1	1	1
clietz@donware.com	10	Lomdimin International Company	Thrurobimicator		conventional	1	1	1
xcorrio@ontomedia.com	10	Lomquestadan International	Zeedudommover		conventional	1	1	1
adilello@streethex.com	10	Monpickar International Corp.	Cipzapar		conventional	0	1	1
cbriddick@codehow.com	10	Monpickar International Corp.	Dopdimanax	radiant electric				
cmyricks@bioplex.com	10	Parpickin International	Tupwerpimar	induction	conventional	1	1	1
tpagliuca@dalttechnology.com	10	Parquestilicator WorldWide Corp.	Monerex		conventional	1	1	1
bhudnall@dalttechnology.com	10	Parquestilicator WorldWide Corp.	Suptanedgentor	radiant electric	convection	0	1	0
